# JUEGO DEL ROSCO
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;rosco;contiene;Z;Acción de presentar datos de forma comprensible para encontrar patrones;visualizacion
# JUEGO DEL AHORCADO
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;ahorcado;Librería para manipulación de datos estructurados;PANDAS
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;ahorcado;Unidad de medida de volumen en Big Data;PETABYTES
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;ahorcado;Riesgo ético mencionado en el texto;PRIVACIDAD
# JUEGO DE LAS PAREJAS
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;pareja;Librerias Python;NUMPY;MATRICES;PANDAS;MANIPULACION;MATPLOTLIB;GRAFICOS
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;pareja;Formatos Datos;CSV;PLANOS;JSON;JERARQUICO;XML;ESTRUCTURADO
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;pareja;Las 7 V;VOLUMEN;CANTIDAD;VELOCIDAD;RAPIDEZ;VARIEDAD;DIVERSIDAD
# JUEGO DE VERDADERO O FALSO
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Tecnología;La nube permite escalar recursos bajo demanda para el Big Data;VERDADERO;La nube permite escalar recursos bajo demanda
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Herramientas;Microsoft Excel es una librería de Python para ciencia de datos;FALSO;Microsoft Excel NO es una librería de Python, es una hoja de cálculo con límites de rendimiento
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Ética;El Big Data plantea la pregunta reflexiva de si somos usuarios o el producto;VERDADERO;Se plantea esa pregunta en el contexto ético
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Proceso;La fase de limpieza consiste en tomar decisiones basadas en resultados;FALSO;La limpieza sirve para eliminar errores y duplicados; la toma de decisiones es la interpretación
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Formatos;El formato CSV es ideal para tablas planas y simples;VERDADERO;El formato CSV es ideal para tablas planas y simples
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Fuentes;El Internet de las Cosas (IoT) es una fuente importante de Big Data;VERDADERO;El IoT genera grandes volúmenes de datos
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;7 V;La Veracidad en Big Data se refiere a la rapidez de generación de datos;FALSO;La Veracidad se refiere a la fiabilidad y calidad; la rapidez es la Velocidad
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Aplicaciones;Las Smart Cities usan Big Data para optimizar el tráfico;VERDADERO;Optimizan el tráfico y el consumo energético
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Unidades;El volumen en Big Data hace referencia a Petabytes y Exabytes;VERDADERO;Son las unidades de medida masiva mencionadas
Creación Digital y Pensamiento Computacional;Ciencia de datos y simulación;verdadero;Cultura;1984 y Un Mundo Feliz se mencionan como advertencia sobre el control;VERDADERO;Se citan como obras de advertencia sobre el control total
# JUEGO DEL ROSCO
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;A;Pionero de la inteligencia artificial y padre de la informática;Alan Turing
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;B;Término que se refiere a conjuntos de datos masivos y complejos;Big Data
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;C;Capacidad de la IA para recordar el hilo de una conversación larga;Contexto
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;D;Llamado a la función en Pandas para obtener un resumen estadístico;describe
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;E;Papel que sirven para definir las categorías que la máquina debe distinguir;Etiquetas
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;F;Representación gráfica de la lógica de un sistema;Diagrama de flujo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;G;Capacidad de un modelo para funcionar con datos que nunca ha visto;Generalización
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;H;Herramienta indispensable en las fases iniciales del análisis de datos;Hojas de cálculo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;I;Tipo de inteligencia capaz de redactar ensayos u organizar poemas nuevos;IA Generativa
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;J;Nombre alternativo del Test de Turing;Juego de Imitación
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;L;Serie de pasos finitos y no ambiguos para resolver un problema;Algoritmo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;M;Rama de la IA centrada en mejorar el rendimiento a través de la experiencia;Machine Learning
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;N;Estructuras de IA inspiradas en la biología del cerebro humano;Redes Neuronales
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;Ñ;Fase de creación de la lógica del sistema antes de programar;Diseño
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;O;Símbolo en un diagrama de flujo para indicar el Inicio o Fin;Óvalo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;P;Lenguaje de programación líder en Ciencia de Datos e IA;Python
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;Q;Uso de datos que ya contienen la respuesta correcta;Clasificación Supervisada
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;R;Símbolo que representa puntos de decisión o preguntas lógicas;Rombo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;S;Prejuicios heredados de datos incompletos o desiguales;Sesgos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;T;Evaluación para saber si una máquina engaña a un humano en una charla;Test de Turing
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;U;Proceso de manejar situaciones inesperadas sin colapsar;Algoritmo Robusto
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;empieza;V;Dimensión del Big Data que se refiere a la procedencia de datos en múltiples formatos;Variedad
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;X;Característica de la información fiable y exacta;Veracidad
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;Y;Capacidad de la IA Generativa para redactar textos largos;Ensayos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;rosco;contiene;Z;Sistemas que no dependen de respuestas pregrabadas;Modelos Avanzados
# JUEGO DEL AHORCADO
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;ahorcado;PIONERO DE LA INTELIGENCIA ARTIFICIAL;ALANTURING
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;ahorcado;LIBRERIA CLAVE PARA MANIPULACION DE DATOS;PANDAS
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;ahorcado;ESTRUCTURA DE DATOS BIDIMENSIONAL EN PANDAS;DATAFRAME
# JUEGO DE LAS PAREJAS
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;pareja;DIAGRAMA DE FLUJO;OVALO;INICIO;RECTANGULO;PROCESO;ROMBO;DECISION
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;pareja;DIMENSIONES BIG DATA;VOLUMEN;CANTIDAD;VARIEDAD;FORMATOS;VERACIDAD;FIABILIDAD
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;pareja;CONCEPTOS IA;CONTEXTO;MEMORIA;ETIQUETAS;CATEGORIAS;SESGOS;PREJUICIOS
# JUEGO DE VERDADERO O FALSO
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;IA Básica;El Test de Turing evalúa si una máquina puede ser indistinguible de un humano;VERDADERO; El Test de Turing evalúa si la máquina engaña al humano en una charla textual
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Sistemas;Los sistemas basados en reglas comprenden perfectamente la ironía y el sarcasmo;FALSO; Los sistemas basados en reglas tienen la limitación de no comprender ironía o sarcasmo
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Big Data;La Variedad en Big Data se refiere a la cantidad masiva de registros generados;FALSO; La cantidad de registros es el Volumen, la Variedad son los múltiples formatos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Machine Learning;El sobreajuste ocurre cuando la IA memoriza datos en lugar de aprender patrones;VERDADERO; El sobreajuste o overfitting es la memorización de datos específicos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Programación;Python es el lenguaje líder en el ecosistema de la IA y Ciencia de Datos;VERDADERO; Python es el lenguaje más utilizado en estos ámbitos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Diagramas;Un rectángulo en un diagrama de flujo representa un punto de decisión lógica;FALSO; El rectángulo representa acciones o procesos, el rombo representa decisiones
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Estadística;La media o promedio ayuda a entender el valor central de un conjunto de datos;VERDADERO; La media es el valor estadístico que indica el centro de los datos
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Ética;Los algoritmos pueden perpetuar prejuicios si se entrenan con datos discriminatorios;VERDADERO; Los sesgos algorítmicos heredan prejuicios de datos desiguales
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;IA Avanzada;La IA Generativa se basa en reglas rígidas y respuestas pregrabadas;FALSO; La IA Generativa se basa en redes neuronales y creatividad en tiempo real
Creación Digital y Pensamiento Computacional;Inteligencia Artificial;verdadero;Sostenibilidad;La IA puede ayudar a la sostenibilidad optimizando la gestión de residuos;VERDADERO; La optimización de residuos es una de las aplicaciones ambientales de la IA
# JUEGO DEL ROSCO
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;A;Garantía de que el mensaje es del emisor y no ha sido alterado;autenticidad
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;B;Error de programación que permite eludir medidas de seguridad;bug
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;C;Pilar que garantiza que la información solo sea accesible para autorizados;confidencialidad
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;D;Garantía de que sistemas y datos están accesibles cuando se necesitan;disponibilidad
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;E;Técnica que transforma información legible en formato incomprensible;encriptacion
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;F;Herramienta matemática para generar una huella digital única de un archivo;funcioneshash
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;G;Malware que se replica automáticamente por la red sin intervención humana;gusano
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;H;Persona que realiza pruebas de seguridad autorizadas para reportar fallos;hacker
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;I;Principio que se compromete si un atacante modifica registros sin permiso;integridad
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;J;Inserción de comandos maliciosos en campos de formularios web;inyeccion
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;K;Núcleo del sistema que un Rootkit intenta modificar y ocultar;kernel
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;L;Normativa española que protege los datos de carácter personal;lopd
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;M;Término que define la dirección física de un dispositivo de red;mac
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;N;Capacidad de asegurar que un emisor no pueda negar el envío de un mensaje;norepudio
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;O;Suplantación de identidad para engañar al usuario y obtener claves;phishing
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;P;Manipulación de los sistemas DNS para redirigir al usuario;pharming
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;Q;Zona segura donde se aísla un archivo para que no dañe el sistema;cuarentena
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;R;Malware que cifra archivos y exige un pago para recuperarlos;ransomware
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;S;Técnica de escucha de red para capturar tráfico de datos;sniffing
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;T;Software malicioso que se oculta en un programa aparentemente legítimo;troyano
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;U;Fallo de un disco duro por vida útil limitada;amenazafisica
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;V;Término que define un error que permite eludir medidas de seguridad;vulnerabilidad
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;empieza;W;Estándar de cifrado inalámbrico más reciente y seguro;wpa3
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;X;Análisis de evidencias digitales para procesos legales;forense
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;Y;Software que recopila información del usuario de forma sigilosa;spyware
Creación Digital y Pensamiento Computacional;Ciberseguridad;rosco;contiene;Z;Sustitución de cada letra por otra un número fijo de posiciones adelante;cesar
# JUEGO DEL AHORCADO
Creación Digital y Pensamiento Computacional;Ciberseguridad;ahorcado;TECNICADEOOCULTARINFORMACIONDENTRODEOTROARCHIVO;ESTEGANOGRAFIA
Creación Digital y Pensamiento Computacional;Ciberseguridad;ahorcado;ACCESOREMOTOELUDIENDOLAAUTENTICACION;BACKDOOR
Creación Digital y Pensamiento Computacional;Ciberseguridad;ahorcado;SISTEMADEDISCOSPARACOPIASEXACTASENESPEJO;RAID
# JUEGO DE LAS PAREJAS
Creación Digital y Pensamiento Computacional;Ciberseguridad;pareja;TRIADA CIA;CONFIDENCIALIDAD;AUTORIZADO;INTEGRIDAD;MODIFICACION;DISPONIBILIDAD;ACCESO
Creación Digital y Pensamiento Computacional;Ciberseguridad;pareja;TIPOS DE MALWARE;RANSOMWARE;RESCATE;TROYANO;LEGITIMO;SPYWARE;SIGILOSO
Creación Digital y Pensamiento Computacional;Ciberseguridad;pareja;MEDIDAS SEGURIDAD;FIREWALL;FILTRADO;BACKUP;RECUPERACION;SAI;ELECTRICO
# JUEGO DE VERDADERO O FALSO
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Ataques;Un ataque pasivo implica una intención directa de dañar o alterar datos;FALSO;El ataque activo es el que implica la intención de dañar o alterar datos
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Malware;El gusano se caracteriza por replicarse automáticamente sin intervención humana;VERDADERO;El gusano se replica solo por la red
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Redes;El protocolo HTTPS garantiza comunicaciones seguras mediante certificados digitales;VERDADERO;HTTPS utiliza SSL/TLS para seguridad web
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Criptografía;La criptografía asimétrica utiliza la misma clave para cifrar y descifrar;FALSO;La criptografía simétrica es la que utiliza la misma clave
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Identidad;El Spoofing es una técnica para falsificar la dirección IP de origen;VERDADERO;El spoofing busca ocultar la identidad real
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Seguridad;Realizar copias de seguridad se considera una medida de seguridad activa;FALSO;Las copias de seguridad son una medida de seguridad pasiva
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Ingeniería;En la ingeniería social inversa el atacante convence a la víctima para que esta le pida ayuda;VERDADERO;Es una técnica donde se invierte el rol de contacto
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Malware;Un Rootkit se diseña para ocultar procesos y modificar el núcleo del sistema;VERDADERO;Su objetivo es el kernel y el sigilo profundo
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Sistemas;El filtrado MAC permite la conexión solo a dispositivos en una lista blanca;VERDADERO;Utiliza el identificador físico del dispositivo
Creación Digital y Pensamiento Computacional;Ciberseguridad;verdadero;Conceptos;Un Hacker es alguien que usa sus conocimientos con fines maliciosos o ilegales;FALSO;El cracker es quien tiene fines maliciosos, el hacker puede ser ético
# JUEGO DEL ROSCO
Digitalización;Creación digital;rosco;empieza;A;Formato desarrollado por Microsoft;AVI
Digitalización;Creación digital;rosco;empieza;B;Lo que se puede ajustar en un editor de imagen junto al contraste;brillo
Digitalización;Creación digital;rosco;empieza;C;Se usan para comprimir y descomprimir video;codecs
Digitalización;Creación digital;rosco;empieza;D;Forma en la que se organiza el contenido en una aplicación de presentaciones;diapositivas
Digitalización;Creación digital;rosco;empieza;E;Audio que se caracteriza por tener 2 canales;estereo
Digitalización;Creación digital;rosco;empieza;F;Se utilizan para automatizar cálculos en una hoja de cálculo;formulas
Digitalización;Creación digital;rosco;empieza;G;Herramienta que es un editor de imagen libre;gimp
Digitalización;Creación digital;rosco;empieza;H;Herramienta que se organiza en filas y columnas;hoja
Digitalización;Creación digital;rosco;empieza;I;Lo que almacena cada píxel en una imagen RGB;intensidad
Digitalización;Creación digital;rosco;empieza;J;Formato de imagen ideal para fotografías estándar;jpg
Digitalización;Creación digital;rosco;contiene;K;Formato que es un contenedor flexible y abierto;mkv
Digitalización;Creación digital;rosco;empieza;L;Licencias que permiten compartir con reconocimiento;licencias
Digitalización;Creación digital;rosco;empieza;M;Empresa que desarrolló el formato AVI;microsoft
Digitalización;Creación digital;rosco;empieza;N;Se utiliza junto a las viñetas para organizar listas en un procesador de textos;numeracion
Digitalización;Creación digital;rosco;contiene;Ñ;Depende de la resolución, dimensiones y profundidad de color;tamaño
Digitalización;Creación digital;rosco;empieza;O;Acción que se realiza con las diapositivas en una presentación;organizar
Digitalización;Creación digital;rosco;empieza;P;Elemento que en una cuadrícula forma un mapa de bits;pixel
Digitalización;Creación digital;rosco;contiene;Q;Tecnología asociada al formato MOV;quicktime
Digitalización;Creación digital;rosco;empieza;R;Mide los píxeles por unidad de longitud;resolucion
Digitalización;Creación digital;rosco;empieza;S;Elementos matemáticos que permite incluir un procesador de textos avanzado;simbolos
Digitalización;Creación digital;rosco;empieza;T;Ventaja que ofrece el formato PNG junto a la compresión sin pérdida;transparencia
Digitalización;Creación digital;rosco;empieza;U;La resolución mide los píxeles por cada una de estas de longitud;unidad
Digitalización;Creación digital;rosco;empieza;V;Tipo de imagen que es escalable sin pérdida de calidad;vectorial
Digitalización;Creación digital;rosco;contiene;W;Integra la creación digital avanzada con diversas herramientas;software
Digitalización;Creación digital;rosco;contiene;X;Información que almacena cada píxel en este modelo de color;rgb
Digitalización;Creación digital;rosco;contiene;Y;Formato de imagen que usa compresión con pérdida;jpg
Digitalización;Creación digital;rosco;contiene;Z;Acción de estructurar las hojas de cálculo en filas y columnas;organiza
# JUEGO DEL AHORCADO
Digitalización;Creación digital;ahorcado;Tipo de imagen formada por una cuadrícula de píxeles;MAPADEBITS
Digitalización;Creación digital;ahorcado;Otro nombre que recibe el códec H264;AVC
Digitalización;Creación digital;ahorcado;Elemento multimedia que se puede integrar en una presentación;ANIMACION
# JUEGO DE LAS PAREJAS
Digitalización;Creación digital;pareja;FORMATOS DE IMAGEN;JPG;FOTOGRAFIAS;PNG;TRANSPARENCIA;GIF;ANIMACION
Digitalización;Creación digital;pareja;VIDEO DIGITAL;CODEC;COMPRESION;AVI;MICROSOFT;H264;AVC
Digitalización;Creación digital;pareja;OFIMATICA;CELDA;INTERSECCION;PRESENTACION;DIAPOSITIVA;FORMULA;AUTOMATIZAR
# JUEGO DE VERDADERO O FALSO
Digitalización;Creación digital;verdadero;Imagen;El formato JPG utiliza compresión sin pérdida;FALSO;El formato JPG utiliza compresión con pérdida
Digitalización;Creación digital;verdadero;Audio;Un audio estéreo tiene 2 canales;VERDADERO;Un audio estéreo tiene 2 canales
Digitalización;Creación digital;verdadero;Video;La edición no lineal de video se caracteriza por el uso de una línea de tiempo;VERDADERO;La edición no lineal de video se caracteriza por el uso de una línea de tiempo
Digitalización;Creación digital;verdadero;Propiedad Intelectual;Las licencias Creative Commons permiten compartir contenido con reconocimiento;VERDADERO;Las licencias Creative Commons permiten compartir contenido con reconocimiento
Digitalización;Creación digital;verdadero;Ofimática;Una celda es la unión de dos filas;FALSO;Una celda es la intersección de fila y columna
Digitalización;Creación digital;verdadero;Imagen;Las imágenes vectoriales pierden calidad al escalarse;FALSO;Las imágenes vectoriales son escalables sin pérdida de calidad
Digitalización;Creación digital;verdadero;Audio;El bitrate mide los datos procesados por segundo;VERDADERO;El bitrate mide los datos procesados por segundo
Digitalización;Creación digital;verdadero;Imagen;GIMP es un editor de imagen libre;VERDADERO;GIMP es un editor de imagen libre
Digitalización;Creación digital;verdadero;Video;El formato MKV es un contenedor flexible y abierto;VERDADERO;El formato MKV es un contenedor flexible y abierto
Digitalización;Creación digital;verdadero;Digital;La desinformación se previene verificando la información antes de difundirla;VERDADERO;La desinformación se previene verificando la información antes de difundirla
# JUEGO DEL ROSCO
Digitalización;Búsqueda de información en Internet;rosco;empieza;A;Operador booleano que obliga a presentar resultados que contengan las dos palabras;AND
Digitalización;Búsqueda de información en Internet;rosco;empieza;B;Programas informáticos que rastrean constantemente las páginas web siguiendo enlaces;BOTS
Digitalización;Búsqueda de información en Internet;rosco;empieza;C;Navegador web que lidera actualmente más del 60 por ciento del mercado;CHROME
Digitalización;Búsqueda de información en Internet;rosco;empieza;D;Aspecto de la red que convierte a cualquier usuario en un productor de contenidos;DESCENTRALIZACION
Digitalización;Búsqueda de información en Internet;rosco;empieza;E;Pequeñas aplicaciones del navegador para cubrir necesidades específicas;EXTENSIONES
Digitalización;Búsqueda de información en Internet;rosco;empieza;F;Comando avanzado de búsqueda para localizar archivos con una extensión específica;FILETYPE
Digitalización;Búsqueda de información en Internet;rosco;empieza;G;Licencia que se asocia comúnmente al software libre y permite modificaciones;GPL
Digitalización;Búsqueda de información en Internet;rosco;empieza;H;Código que el navegador web convierte en lenguaje visual comprensible;HTML
Digitalización;Búsqueda de información en Internet;rosco;empieza;I;Proceso que realiza el motor de búsqueda para codificar y ordenar los archivos encontrados;INDEXACION
Digitalización;Búsqueda de información en Internet;rosco;empieza;J;Tipo de información profesional para la que es más eficiente una base de datos que Google;JURIDICA
Digitalización;Búsqueda de información en Internet;rosco;contiene;K;Buscador distintivo que se caracteriza por no rastrear la actividad del usuario;DUCKDUCKGO
Digitalización;Búsqueda de información en Internet;rosco;empieza;L;Sistema utilizado para relacionar o excluir conceptos en una búsqueda;LOGICO
Digitalización;Búsqueda de información en Internet;rosco;empieza;M;Aspecto del entorno digital donde la información es revisada y modificada permanentemente;MUTABILIDAD
Digitalización;Búsqueda de información en Internet;rosco;empieza;N;Operador booleano cuya función es excluir la palabra posterior;NOT
Digitalización;Búsqueda de información en Internet;rosco;empieza;O;Lo que se recomienda definir claramente antes de iniciar cualquier búsqueda;OBJETIVOS
Digitalización;Búsqueda de información en Internet;rosco;empieza;P;Acción de copiar obras ajenas dándolas como propias;PLAGIO
Digitalización;Búsqueda de información en Internet;rosco;empieza;Q;Buscador que junto a DuckDuckGo no rastrea la actividad del usuario;QWANT
Digitalización;Búsqueda de información en Internet;rosco;empieza;R;Criterio que determina el orden de aparición de los resultados en un buscador;RELEVANCIA
Digitalización;Búsqueda de información en Internet;rosco;empieza;S;Nombre de las páginas de resultados que ofrecen los motores de búsqueda;SERP
Digitalización;Búsqueda de información en Internet;rosco;empieza;T;Herramienta que ayuda a localizar la fuente original de una imagen;TINEYE
Digitalización;Búsqueda de información en Internet;rosco;contiene;U;Sistema lógico para relacionar o excluir conceptos en una búsqueda;BOOLEANA
Digitalización;Búsqueda de información en Internet;rosco;empieza;V;Buscadores que filtran resultados según un ámbito temático previo;VERTICALES
Digitalización;Búsqueda de información en Internet;rosco;empieza;W;Siglas del consorcio que emite certificaciones de accesibilidad web;W3C
Digitalización;Búsqueda de información en Internet;rosco;contiene;X;Comando avanzado de búsqueda para localizar archivos con una extensión específica;FILETYPE
Digitalización;Búsqueda de información en Internet;rosco;contiene;Y;Característica principal que reserva todos los derechos al autor o autora;COPYRIGHT
Digitalización;Búsqueda de información en Internet;rosco;contiene;Z;Tipo de base de datos más eficiente para buscar información jurídica profesional;ESPECIALIZADA
# JUEGO DEL AHORCADO
Digitalización;Búsqueda de información en Internet;ahorcado;Proceso de codificar y ordenar archivos encontrados;INDEXACION
Digitalización;Búsqueda de información en Internet;ahorcado;Sistema que utiliza motores de varios servicios;METABUSCADOR
Digitalización;Búsqueda de información en Internet;ahorcado;Buscador de escritorio para archivos locales;COPERNIC
# JUEGO DE LAS PAREJAS
Digitalización;Búsqueda de información en Internet;pareja;OPERADORES;AND;CONJUNCION;OR;DISYUNCION;NOT;EXCLUSION
